,loss,acc
0,1.278968106479721,0.43169934236550633
1,1.1053815059205319,0.518334111080894
2,1.024272627098129,0.5390852916089794
3,0.9758666087179741,0.5688445658623418
4,0.9382831954417077,0.6098663716376582
5,0.9109404168705991,0.6028090851216377
6,0.8961818930792048,0.6065163914161392
7,0.8781686135111971,0.6109959083267406
8,0.860571368815417,0.5967194762410997
9,0.8565583349542415,0.6248705900168117
10,0.8415590701426597,0.6620355919946598
11,0.8379654440474003,0.6403039859820016
12,0.8235131552878846,0.6804257163518592
13,0.8179847065042308,0.6637086506131329
14,0.8103478833874489,0.6773415094689478
15,0.8048764791815205,0.6879697389240507
16,0.796672484342088,0.6720940312252769
17,0.7885644754513781,0.6618362619907041
18,0.7842045994673638,0.684231915051424
19,0.7843830570420052,0.6790014339398734
20,0.7766885120183864,0.6797296065318433
21,0.7680890571643063,0.6812261267553402
22,0.7705463397693126,0.7114288716376582
23,0.7649040160344002,0.6872848317592959
24,0.7566458585255957,0.6896895396558544
25,0.7509837313852412,0.7057178352452531
26,0.7482025388707506,0.6957969182654272
27,0.7427723120818747,0.6964370148091377
28,0.7444319314858381,0.7198185015328323
29,0.7333370686528531,0.7071900186659414
30,0.7385148285947581,0.717329580572587
31,0.73107374190016,0.7127623739121836
32,0.726183418461934,0.702443955819818
33,0.726319283881086,0.7095754116396361
34,0.7210823763161898,0.7066310447982594
35,0.7156492307227342,0.723802011224288
36,0.7158806673944631,0.7026784389833861
37,0.70882086879871,0.7299341129351266
38,0.7074920694799499,0.7152045527590981
39,0.7096686840374419,0.7138911380043512
40,0.7031451579421124,0.7228764401206488
41,0.6939977726879272,0.7362350270717959
42,0.6992937583238521,0.7191552270816851
43,0.697220619173443,0.7241759481309336
44,0.6949239446920283,0.7041146966475474
45,0.6878349049849078,0.7090890618819224
46,0.6912834872987043,0.7244977347458466
47,0.6881910489594683,0.7283217031744462
48,0.6829708195984998,0.7135137244115902
49,0.6853588964156014,0.7173855938488924
50,0.6771508493322007,0.7147127948229826
51,0.6740822430224495,0.7346739950059336
52,0.6760567487712871,0.7162147232248813
53,0.6704286342447109,0.7125939477848101
54,0.664939667514347,0.7379818686956092
55,0.6634438660471363,0.7219964522349683
56,0.6643441454210179,0.7257744511471519
57,0.6564795276586045,0.742757676522943
58,0.6568565573147003,0.736874737317049
59,0.6537810832737608,0.7452268962618671
60,0.6516215413650299,0.7308755222755142
61,0.6524800857568674,0.7301334429390823
62,0.6527909946806253,0.7307132769234573
63,0.6447594718254627,0.7339612743522548
64,0.6409054819811532,0.7386026503164557
65,0.6408512752027588,0.7389201876483386
66,0.6366018669957176,0.7402818897102452
67,0.63844228769712,0.7417034680330301
68,0.6343288500892356,0.7527203137361551
69,0.6363180068499864,0.7327633628362342
70,0.6269292797338455,0.7244880772844146
71,0.626144859801106,0.7386791374109969
72,0.6199250870800399,0.7411317463162579
73,0.6245994140255324,0.7311791528629351
74,0.6212907112897077,0.73175048828125
75,0.6218502000766866,0.7427897392948971
76,0.6172625795006752,0.7294925737984573
77,0.6214724763673036,0.7576946789705301
78,0.6131388390872706,0.7393435707575158
79,0.6139609700742554,0.7357985098150712
80,0.6143371429135824,0.7362257559088212
81,0.6139213830391144,0.744119764883307
82,0.6123305183458836,0.7425583465189873
83,0.6093401243474256,0.7311358874357199
84,0.6110088157844036,0.7444685923902294
85,0.6091367097848908,0.7405349151997627
86,0.6081330096547274,0.7513999456091772
87,0.6063749052267126,0.7481650823279272
88,0.6090352151225856,0.7423323619214794
89,0.6110141941920874,0.7440846117236947
90,0.6106278588797184,0.748044170910799
91,0.6038223930258066,0.7449955034859573
92,0.6073899194994505,0.7412271620352057
93,0.605426476356831,0.7456340548358386
94,0.6000133515831004,0.7336688464200949
95,0.6070166852008155,0.7410463743571993
96,0.6036813919769323,0.7409022850326344
97,0.6037873058639308,0.7373738349238529
98,0.608612128751392,0.7428071227254747
99,0.6038946058759664,0.7468578483484969
